block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[311, 55, 563, 258]","Prompt template for MLLM evaluation. We leverage MLLMs as an evaluation metric by feeding the generated images to the model and asking two questions with Chain-of- Thought [78]: “describe the image” and “predict the image- text alignment score”. We detail the prompts used for MLLM evaluation metric. For each sub-category, we ask two questions in sequence: “describe the image” and “predict the image-text alignment score”. Specifically, Table III shows the prompts for evaluating attribute binding (color, shape, texture). Similar to BLIP-VQA, for each noun phrase in a prompt, we request a number equivalent to the noun phrase and perform a multipli- cation. Table IV, Table VI, Table V, and Table VII demonstrate the prompt templates used for 2D/3D-spatial relationships, non-spatial relationships, numeracy, and complex composi- tions, respectively*. Due to the robust capabilities of GPT-4V and limited quota constraints, we have omitted “describe the image” for prompt of GPT-4V.","[-0.00485229 -0.02584839 -0.00164509 ...  0.00845337  0.00263405
 -0.01379395]",9,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 259, 563, 425]","For MLLM without Chain-of-Thought in addressing specific compositional problems, we utilize predefined prompts that prompt MLLM to provide a score ranging from 0 to 100. For attribute binding, we focus on the presence of specific objects and their corresponding attributes. We utilize a prompt template such as “Is there object in the image? Give a score from 0 to 100. If {object} is not present or if {object} is not color/shape/texture description , give a lower score.” We leverage this question for each noun phrase in the text and compute the average score. For the spatial relationships, non- spatial relationships, and complex compositions, we employ a more general prompt template such as “Rate the overall alignment between the image and the text prompt {prompt}. Give a score from 0 to 100.”.","[ 0.01168823 -0.02426147 -0.0021801  ... -0.00041866  0.03074646
 -0.00597   ]",10,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 552, 562, 575]",TABLE IV: Prompts details for MLLM evaluation on 2D/3D- spatial relationship.,"[-0.02351379 -0.04077148  0.00209999 ... -0.00211143  0.03713989
  0.01766968]",11,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[332, 670, 542, 693]",V. BOOSTING COMPOSITIONAL TEXT-TO-IMAGE GENERATION WITH GORS,"[ 0.01153564  0.04211426  0.01125336 ...  0.00560379  0.03500366
 -0.04071045]",12,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 697, 562, 720]","We introduce a simple but effective approach, Genera- tive mOdel finetuning with Reward-driven Sample selec- tion (GORS), to improve the compositional ability of pre- trained text-to-image models. Our approach finetunes a pre- trained text-to-image model such as Stable Diffusion [1] with generated images that highly align with the compositional prompts, where the fine-tuning loss is weighted by the reward which is defined as the alignment score between compositional prompts and generated images.","[ 0.02783203  0.04580688  0.00041986 ...  0.00227165  0.03851318
 -0.03607178]",13,,text,,,,,14,19,792.0,7,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 81, 299, 147]",,"[-0.01631165  0.00835419 -0.00654984 ... -0.00050068  0.0087738
  0.00532913]",0,,table,,TABLE V: Prompts details for MLLM evaluation on non- spatial relationship.,,src/resources/pdf/T2I-CompBench/auto/images/2d33586b7e2c8fb903e8ee856520055c99bc1570b3eddc9adb26ad1807427894.jpg,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 187, 299, 251]",,"[-0.01289368  0.00841522 -0.02516174 ...  0.02243042  0.03164673
  0.00832367]",1,,table,,TABLE VI: Prompts details for MLLM evaluation on numer- acy.,,src/resources/pdf/T2I-CompBench/auto/images/d96043fedcddeea5fea8179241ae3af6da68a1dc5229344760afb59ce5624f34.jpg,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[312, 81, 562, 145]",,"[-0.01293182  0.00439072 -0.02622986 ... -0.00469589  0.00494003
 -0.01313782]",2,,table,,TABLE VII: Prompts details for MLLM evaluation on com- plex compositions.,,src/resources/pdf/T2I-CompBench/auto/images/e576ac6d681df30e2b684abc3f37370943f560d2eb6f02d8ae139c4a2a4b7567.jpg,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 273, 300, 357]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 358, 300, 488]","Specifically, given the text-to-image model   and a set of text prompts  , we first generate   images for each text prompt, resulting in   generated images . Text-image alignment scores are predicted as rewards. We select the generated images whose rewards are higher than a threshold to fine-tune the text-to-image model. The selected set of samples are denoted as . During fine-tuning, we weight the loss with the reward of each sample. Generated images that align with the compo- sitional prompt better are assigned higher loss weights, and vice versa. The loss function for fine-tuning is","[ 0.02450562  0.0262146  -0.01515961 ... -0.00240898  0.0141983
 -0.03041077]",4,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[83, 494, 263, 515]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",5,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 520, 300, 556]","where   is the triplet of the image, text prompt, and reward, and   represents the latent features of   at timestep . We adopt LoRA [82] for efficient finetuning.","[ 0.06488037  0.02719116  0.02418518 ... -0.00045133  0.00811005
 -0.02505493]",6,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[133, 572, 214, 583]",VI. EXPERIMENTS,"[-0.01098633  0.08270264 -0.00298119 ...  0.00688553 -0.01853943
  0.01109314]",7,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 589, 142, 600]",A. Experimental Setup,"[ 0.00704956  0.07507324  0.00015724 ...  0.00453186  0.00302505
 -0.00494003]",8,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 605, 300, 711]","Evaluated models. We evaluate the performance of 11 text-to-image models on T2I-CompBench : Stable Diffusion , Stable Diffusion   [1], Composable Diffusion [7], Structured Diffusion [8], Attend-and-Excite [9], and GORS. We further conduct evaluations on 5 state-of-the-art text-to- image models: PixArt-  [20], Stable Diffusion XL [21], DALL-  [19], Stable Diffusion 3 [18] and FLUX.1 [17]. GORS is our proposed approach which finetunes Stable Diffusion v2 with selected samples and their rewards.","[ 0.02125549  0.02548218 -0.01290131 ...  0.02999878  0.0249939
 -0.02655029]",9,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 713, 300, 748]","Stable Diffusion  and Stable Diffusion v2 [1] are text- to-image models trained on large amount of image-text pairs. Composable Diffusion [7] is designed for conjunction and negation of concepts for pretrained diffusion models. Struc- tured Diffusion [8] and Attend-and-Excite [9] are designed for attribute binding for pretrained diffusion models. We re- implement those approaches on Stable Diffusion v2 to enable fair comparisons. PixArt-  [20] is a Transformer-based T2I diffusion model, boasting competitive image generation qual- ity comparable to state-of-the-art image generators with low training costs. We test PixArt-  fine-tuned on GORS, denoted as PixArt- -ft. Stable Diffusion XL 1.0 [21] building upon previous iterations of Stable Diffusion models, represents a powerful text-to-image generation framework. DALLE-3 [19] is a new text-to-image generation system, enhancing the align- ment between generated images and provided text description. Stable Diffusion 3 [18] combines a diffusion transformer architecture and flow matching. FLUX.1 [schnell] [17] is a 12 billion parameter rectified flow transformer.","[ 0.00309181  0.00579071 -0.00316238 ...  0.03167725  0.02702332
 -0.04550171]",10,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 171, 563, 361]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",11,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 363, 563, 578]","To avoid the bias from selecting samples by evaluation metrics as reward [43], [83], we introduce new reward models which are different from our proposed evaluation metrics, denoted as GORS-unbiased. Specifically, we adopt Grounded- SAM [84] as the reward model for the attribute binding category. We extract the segmentation masks of attributes and their associated nouns separately with Grounded-SAM, and use the Intersection-over-Union (IoU) between the attribute masks and the noun masks together with the grounding mask confidence to represent the attribute binding performance. We apply GLIP-based [85] selection method for 2D/3D-spatial relationships and numeracy. For non-spatial relationships, we adopt BLIP [13] to generate image captions and CLIP [11], [12] to measure the text-text similarity between the generated captions and the input text prompts. For complex composi- tions, we integrate the 3 aforementioned reward models as the total reward. Those sample selection models are different from the models used as evaluation metrics.","[ 0.0369873  -0.01774597 -0.00112438 ...  0.01263428  0.05105591
 -0.0189209 ]",12,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 580, 563, 723]","Implementation details. We employ pre-trained models for our proposed evaluation metrics. For BLIP-VQA, we utilize the BLIP w/ ViT-B and CapFilt-L [13] pretrained on image-text pairs and fine-tuned on VQA. We employ the UniDet [79] model trained on 4 large-scale detection datasets (COCO [59], Objects365 [86], OpenImages [87], and Mapil- lary [88]). For CLIPScore, we use the “ViT-B/32” pretrained CLIP model [11], [12]. For MiniGPT4-CoT, we utilize the Vicuna 13B of MiniGPT4 [77] variant with a temperature setting of 0.7 and a beam size of 1. For ShareGPT4V [15] and GPT-4V [16], we use the default parameters, with temperature setting of 0.2 and 1, respectively.","[ 0.01551056 -0.01016235  0.00396729 ... -0.0147171  -0.03083801
 -0.01363373]",13,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[311, 725, 563, 748]","We implement our proposed GORS upon the codebase of diffusers [89] (Apache License), and finetune the self-attention layers of the CLIP text encoder and the attention layers of U-net using LoRA [82]. The model is trained by AdamW optimizer [90] with  ,  ,  , and weight decay of 0.01. The batch size is 5. The model is trained on 8 32GB NVIDIA v100 GPUs.","[ 0.02684021  0.03092957  0.00023663 ...  0.0289917   0.00837708
 -0.00967407]",14,,text,,,,,15,19,792.0,8,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 92, 562, 159]",,"[-0.0025444   0.00667191 -0.00094128 ...  0.01351929  0.03948975
 -0.02770996]",0,,table,,"TABLE VIII: Comparisons of evaluation metrics on attribute binding (color and shape), with scores unnormalized. Bold stands for the best score across 7 models in T2I-Compbench [22]. Blue represents the proposed metric for the category, and green stands for the human evaluation, applicable to the following Table IX, X and XI.",,src/resources/pdf/T2I-CompBench/auto/images/d7d54f2063260ec7a4c5c50c864c2a127f83a5f597679eb08319d6747149248b.jpg,14,19,792.0,9,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 180, 300, 239]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,14,19,792.0,9,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 268, 140, 279]",B. Evaluation Metrics,"[ 0.02281189  0.02975464 -0.02030945 ... -0.01045227 -0.01352692
 -0.04769897]",2,,text,,,,,14,19,792.0,9,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[47, 289, 299, 335]","We generate 10 images for each text prompt in T2I- CompBench for automatic evaluation. To ensure a fair com- parison, the images are generated using the fixed seed across all models†.","[-0.01705933 -0.00190735  0.02090454 ...  0.01296997  0.01457214
 -0.02839661]",3,,text,,,,,14,19,792.0,9,612.0,src/resources/pdf/T2I-CompBench.pdf,
"[48, 338, 300, 444]","Previous metrics. CLIPScore [11], [12] (denoted as CLIP) calculates the cosine similarity between text features and generated-image features extracted by CLIP. BLIP-CLIP [9] (denoted as B-CLIP) applies BLIP [13] to generate captions for the generated images, and then calculates the CLIP text- text cosine similarity between the generated captions and text prompts. BLIP-VQA-naive (denoted as B-VQA-n) applies BLIP VQA to ask a single question (e.g., a green bench and a red car?) with the whole prompt.","[ 0.04766846 -0.02046204 -0.02297974 ... -0.04394531 -0.00930023
 -0.03652954]",4,,text,,,,,14,19,792.0,9,612.0,src/resources/pdf/T2I-CompBench.pdf,
